名称	道具种类	具体类别	详细类别	动画文件名	对应物件索引	宽度	高度	说明文字	五行属性	价格	等级	是否叠放	基础属性1类型	基础属性1最小值	基础属性1最大值	基础属性2类型	基础属性2最小值	基础属性2最大值	基础属性3类型	基础属性3最小值	基础属性3最大值	基础属性4类型	基础属性4最小值	基础属性4最大值	基础属性5类型	基础属性5最小值	基础属性5最大值	基础属性6类型	基础属性6最小值	基础属性6最大值	基础属性7类型	基础属性7最小值	基础属性7最大值	需求属性1类型	需求属性1数值	需求属性2类型	需求属性2数值	需求属性3类型	需求属性3数值	需求属性4类型	需求属性4数值	需求属性5类型	需求属性5数值	需求属性6类型	需求属性6数值
吉祥白鹿	0	10	25	\spr\item\equip\horse\horse038.spr	40	2	3	别有野麋人不见，一生长饮白云泉。	5	500000	1	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
吉祥白鹿	0	10	25	\spr\item\equip\horse\horse038.spr	40	2	3	别有野麋人不见，一生长饮白云泉。	5	500000	2	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
吉祥白鹿	0	10	25	\spr\item\equip\horse\horse038.spr	40	2	3	别有野麋人不见，一生长饮白云泉。	5	500000	3	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
吉祥白鹿	0	10	25	\spr\item\equip\horse\horse038.spr	40	2	3	别有野麋人不见，一生长饮白云泉。	5	500000	4	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
吉祥白鹿	0	10	25	\spr\item\equip\horse\horse038.spr	40	2	3	别有野麋人不见，一生长饮白云泉。	5	500000	5	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
吉祥白鹿	0	10	25	\spr\item\equip\horse\horse038.spr	40	2	3	别有野麋人不见，一生长饮白云泉。	5	500000	6	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
吉祥白鹿	0	10	25	\spr\item\equip\horse\horse038.spr	40	2	3	别有野麋人不见，一生长饮白云泉。	5	500000	7	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
吉祥白鹿	0	10	25	\spr\item\equip\horse\horse038.spr	40	2	3	别有野麋人不见，一生长饮白云泉。	5	500000	8	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
吉祥白鹿	0	10	25	\spr\item\equip\horse\horse038.spr	40	2	3	别有野麋人不见，一生长饮白云泉。	5	500000	9	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
吉祥白鹿	0	10	25	\spr\item\equip\horse\horse038.spr	40	2	3	别有野麋人不见，一生长饮白云泉。	5	500000	10	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
扬沙	0	10	26	\spr\item\equip\horse\horse039.spr	40	2	3	传说中的西域神驹，奔跑时四蹄所踏处沙尘飞起，因此得名	0	5000	1	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
扬沙	0	10	26	\spr\item\equip\horse\horse039.spr	40	2	3	传说中的西域神驹，奔跑时四蹄所踏处沙尘飞起，因此得名	0	5000	2	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20																		
扬沙	0	10	26	\spr\item\equip\horse\horse039.spr	40	2	3	传说中的西域神驹，奔跑时四蹄所踏处沙尘飞起，因此得名	0	5000	3	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
扬沙	0	10	26	\spr\item\equip\horse\horse039.spr	40	2	3	传说中的西域神驹，奔跑时四蹄所踏处沙尘飞起，因此得名	0	5000	4	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
扬沙	0	10	26	\spr\item\equip\horse\horse039.spr	40	2	3	传说中的西域神驹，奔跑时四蹄所踏处沙尘飞起，因此得名	0	5000	5	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
扬沙	0	10	26	\spr\item\equip\horse\horse039.spr	40	2	3	传说中的西域神驹，奔跑时四蹄所踏处沙尘飞起，因此得名	0	5000	6	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
扬沙	0	10	26	\spr\item\equip\horse\horse039.spr	40	2	3	传说中的西域神驹，奔跑时四蹄所踏处沙尘飞起，因此得名	0	5000	7	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
扬沙	0	10	26	\spr\item\equip\horse\horse039.spr	40	2	3	传说中的西域神驹，奔跑时四蹄所踏处沙尘飞起，因此得名	0	5000	8	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
扬沙	0	10	26	\spr\item\equip\horse\horse039.spr	40	2	3	传说中的西域神驹，奔跑时四蹄所踏处沙尘飞起，因此得名	0	5000	9	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
扬沙	0	10	26	\spr\item\equip\horse\horse039.spr	40	2	3	传说中的西域神驹，奔跑时四蹄所踏处沙尘飞起，因此得名	0	5000	10	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
御风	0	10	27	\spr\item\equip\horse\horse040.spr	40	2	3	风起楼兰七万里，胡笳暖帐两重天	0	5000	1	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
御风	0	10	27	\spr\item\equip\horse\horse040.spr	40	2	3	风起楼兰七万里，胡笳暖帐两重天	0	5000	2	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
御风	0	10	27	\spr\item\equip\horse\horse040.spr	40	2	3	风起楼兰七万里，胡笳暖帐两重天	0	5000	3	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
御风	0	10	27	\spr\item\equip\horse\horse040.spr	40	2	3	风起楼兰七万里，胡笳暖帐两重天	0	5000	4	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
御风	0	10	27	\spr\item\equip\horse\horse040.spr	40	2	3	风起楼兰七万里，胡笳暖帐两重天	0	5000	5	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
御风	0	10	27	\spr\item\equip\horse\horse040.spr	40	2	3	风起楼兰七万里，胡笳暖帐两重天	0	5000	6	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
御风	0	10	27	\spr\item\equip\horse\horse040.spr	40	2	3	风起楼兰七万里，胡笳暖帐两重天	0	5000	7	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
御风	0	10	27	\spr\item\equip\horse\horse040.spr	40	2	3	风起楼兰七万里，胡笳暖帐两重天	0	5000	8	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
御风	0	10	27	\spr\item\equip\horse\horse040.spr	40	2	3	风起楼兰七万里，胡笳暖帐两重天	0	5000	9	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
御风	0	10	27	\spr\item\equip\horse\horse040.spr	40	2	3	风起楼兰七万里，胡笳暖帐两重天	0	5000	10	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
追电	0	10	28	\spr\item\equip\horse\horse041.spr	40	2	3	电光闪，蹄铃响，雷声震，千里已成身后梦	0	5000	1	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
追电	0	10	28	\spr\item\equip\horse\horse041.spr	40	2	3	电光闪，蹄铃响，雷声震，千里已成身后梦	0	5000	2	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
追电	0	10	28	\spr\item\equip\horse\horse041.spr	40	2	3	电光闪，蹄铃响，雷声震，千里已成身后梦	0	5000	3	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
追电	0	10	28	\spr\item\equip\horse\horse041.spr	40	2	3	电光闪，蹄铃响，雷声震，千里已成身后梦	0	5000	4	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
追电	0	10	28	\spr\item\equip\horse\horse041.spr	40	2	3	电光闪，蹄铃响，雷声震，千里已成身后梦	0	5000	5	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
追电	0	10	28	\spr\item\equip\horse\horse041.spr	40	2	3	电光闪，蹄铃响，雷声震，千里已成身后梦	0	5000	6	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
追电	0	10	28	\spr\item\equip\horse\horse041.spr	40	2	3	电光闪，蹄铃响，雷声震，千里已成身后梦	0	5000	7	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
追电	0	10	28	\spr\item\equip\horse\horse041.spr	40	2	3	电光闪，蹄铃响，雷声震，千里已成身后梦	0	5000	8	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
追电	0	10	28	\spr\item\equip\horse\horse041.spr	40	2	3	电光闪，蹄铃响，雷声震，千里已成身后梦	0	5000	9	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
追电	0	10	28	\spr\item\equip\horse\horse041.spr	40	2	3	电光闪，蹄铃响，雷声震，千里已成身后梦	0	5000	10	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
流星	0	10	29	\spr\item\equip\horse\horse042.spr	40	2	3	传说中的西域神驹，奔跑时迅若流星，因此得名	0	5000	1	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
流星	0	10	29	\spr\item\equip\horse\horse042.spr	40	2	3	传说中的西域神驹，奔跑时迅若流星，因此得名	0	5000	2	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
流星	0	10	29	\spr\item\equip\horse\horse042.spr	40	2	3	传说中的西域神驹，奔跑时迅若流星，因此得名	0	5000	3	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
流星	0	10	29	\spr\item\equip\horse\horse042.spr	40	2	3	传说中的西域神驹，奔跑时迅若流星，因此得名	0	5000	4	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
流星	0	10	29	\spr\item\equip\horse\horse042.spr	40	2	3	传说中的西域神驹，奔跑时迅若流星，因此得名	0	5000	5	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
流星	0	10	29	\spr\item\equip\horse\horse042.spr	40	2	3	传说中的西域神驹，奔跑时迅若流星，因此得名	0	5000	6	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
流星	0	10	29	\spr\item\equip\horse\horse042.spr	40	2	3	传说中的西域神驹，奔跑时迅若流星，因此得名	0	5000	7	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
流星	0	10	29	\spr\item\equip\horse\horse042.spr	40	2	3	传说中的西域神驹，奔跑时迅若流星，因此得名	0	5000	8	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
流星	0	10	29	\spr\item\equip\horse\horse042.spr	40	2	3	传说中的西域神驹，奔跑时迅若流星，因此得名	0	5000	9	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
流星	0	10	29	\spr\item\equip\horse\horse042.spr	40	2	3	传说中的西域神驹，奔跑时迅若流星，因此得名	0	5000	10	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
翻羽	0	10	30	\spr\item\equip\horse\horse012.spr	40	2	3	周穆王八骏之一，行越飞禽。	5	500000	1	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
翻羽	0	10	30	\spr\item\equip\horse\horse012.spr	40	2	3	周穆王八骏之一，行越飞禽。	5	500000	2	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
翻羽	0	10	30	\spr\item\equip\horse\horse012.spr	40	2	3	周穆王八骏之一，行越飞禽。	5	500000	3	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
翻羽	0	10	30	\spr\item\equip\horse\horse012.spr	40	2	3	周穆王八骏之一，行越飞禽。	5	500000	4	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
翻羽	0	10	30	\spr\item\equip\horse\horse012.spr	40	2	3	周穆王八骏之一，行越飞禽。	5	500000	5	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
翻羽	0	10	30	\spr\item\equip\horse\horse012.spr	40	2	3	周穆王八骏之一，行越飞禽。	5	500000	6	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
翻羽	0	10	30	\spr\item\equip\horse\horse012.spr	40	2	3	周穆王八骏之一，行越飞禽。	5	500000	7	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
翻羽	0	10	30	\spr\item\equip\horse\horse012.spr	40	2	3	周穆王八骏之一，行越飞禽。	5	500000	8	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
翻羽	0	10	30	\spr\item\equip\horse\horse012.spr	40	2	3	周穆王八骏之一，行越飞禽。	5	500000	9	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
翻羽	0	10	30	\spr\item\equip\horse\horse012.spr	40	2	3	周穆王八骏之一，行越飞禽。	5	500000	10	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
赤龙驹	0	10	31	\spr\item\equip\horse\horse008.spr	40	2	3	梁时神马，御风而行，翩若惊鸿。	6	500000	1	0	111	100%	100%	243	20	20	233	700	700	150	700	700	241	10	10							36	130	46	1								
赤龙驹	0	10	31	\spr\item\equip\horse\horse008.spr	40	2	3	梁时神马，御风而行，翩若惊鸿。	6	500000	2	0	111	100%	100%	243	20	20	233	700	700	150	700	700	241	10	10							36	130	46	1								
赤龙驹	0	10	31	\spr\item\equip\horse\horse008.spr	40	2	3	梁时神马，御风而行，翩若惊鸿。	6	500000	3	0	111	100%	100%	243	20	20	233	700	700	150	700	700	241	10	10							36	130	46	1								
赤龙驹	0	10	31	\spr\item\equip\horse\horse008.spr	40	2	3	梁时神马，御风而行，翩若惊鸿。	6	500000	4	0	111	100%	100%	243	20	20	233	700	700	150	700	700	241	10	10							36	130	46	1								
赤龙驹	0	10	31	\spr\item\equip\horse\horse008.spr	40	2	3	梁时神马，御风而行，翩若惊鸿。	6	500000	5	0	111	100%	100%	243	20	20	233	700	700	150	700	700	241	10	10							36	130	46	1								
赤龙驹	0	10	31	\spr\item\equip\horse\horse008.spr	40	2	3	梁时神马，御风而行，翩若惊鸿。	6	500000	6	0	111	100%	100%	243	20	20	233	700	700	150	700	700	241	10	10							36	130	46	1								
赤龙驹	0	10	31	\spr\item\equip\horse\horse008.spr	40	2	3	梁时神马，御风而行，翩若惊鸿。	6	500000	7	0	111	100%	100%	243	20	20	233	700	700	150	700	700	241	10	10							36	130	46	1								
赤龙驹	0	10	31	\spr\item\equip\horse\horse008.spr	40	2	3	梁时神马，御风而行，翩若惊鸿。	6	500000	8	0	111	100%	100%	243	20	20	233	700	700	150	700	700	241	10	10							36	130	46	1								
赤龙驹	0	10	31	\spr\item\equip\horse\horse008.spr	40	2	3	梁时神马，御风而行，翩若惊鸿。	6	500000	9	0	111	100%	100%	243	20	20	233	700	700	150	700	700	241	10	10							36	130	46	1								
赤龙驹	0	10	31	\spr\item\equip\horse\horse008.spr	40	2	3	梁时神马，御风而行，翩若惊鸿。	6	500000	10	0	111	100%	100%	243	20	20	233	700	700	150	700	700	241	10	10							36	130	46	1								
超光	0	10	32	\spr\item\equip\horse\horse003.spr	40	2	3	周穆王八骏之一，一形十影。	5	500000	1	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
超光	0	10	32	\spr\item\equip\horse\horse003.spr	40	2	3	周穆王八骏之一，一形十影。	5	500000	2	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
超光	0	10	32	\spr\item\equip\horse\horse003.spr	40	2	3	周穆王八骏之一，一形十影。	5	500000	3	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
超光	0	10	32	\spr\item\equip\horse\horse003.spr	40	2	3	周穆王八骏之一，一形十影。	5	500000	4	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
超光	0	10	32	\spr\item\equip\horse\horse003.spr	40	2	3	周穆王八骏之一，一形十影。	5	500000	5	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
超光	0	10	32	\spr\item\equip\horse\horse003.spr	40	2	3	周穆王八骏之一，一形十影。	5	500000	6	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
超光	0	10	32	\spr\item\equip\horse\horse003.spr	40	2	3	周穆王八骏之一，一形十影。	5	500000	7	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
超光	0	10	32	\spr\item\equip\horse\horse003.spr	40	2	3	周穆王八骏之一，一形十影。	5	500000	8	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
超光	0	10	32	\spr\item\equip\horse\horse003.spr	40	2	3	周穆王八骏之一，一形十影。	5	500000	9	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
超光	0	10	32	\spr\item\equip\horse\horse003.spr	40	2	3	周穆王八骏之一，一形十影。	5	500000	10	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	150										
蓝麟神鹿	0	10	33	\spr\item\equip\horse\horse043.spr	40	2	3	通体雪白夹杂着蓝色的神鹿，寓意吉祥	0	5000	1	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
蓝麟神鹿	0	10	33	\spr\item\equip\horse\horse043.spr	40	2	3	通体雪白夹杂着蓝色的神鹿，寓意吉祥	0	5000	2	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
蓝麟神鹿	0	10	33	\spr\item\equip\horse\horse043.spr	40	2	3	通体雪白夹杂着蓝色的神鹿，寓意吉祥	0	5000	3	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
蓝麟神鹿	0	10	33	\spr\item\equip\horse\horse043.spr	40	2	3	通体雪白夹杂着蓝色的神鹿，寓意吉祥	0	5000	4	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
蓝麟神鹿	0	10	33	\spr\item\equip\horse\horse043.spr	40	2	3	通体雪白夹杂着蓝色的神鹿，寓意吉祥	0	5000	5	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
蓝麟神鹿	0	10	33	\spr\item\equip\horse\horse043.spr	40	2	3	通体雪白夹杂着蓝色的神鹿，寓意吉祥	0	5000	6	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
蓝麟神鹿	0	10	33	\spr\item\equip\horse\horse043.spr	40	2	3	通体雪白夹杂着蓝色的神鹿，寓意吉祥	0	5000	7	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
蓝麟神鹿	0	10	33	\spr\item\equip\horse\horse043.spr	40	2	3	通体雪白夹杂着蓝色的神鹿，寓意吉祥	0	5000	8	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
蓝麟神鹿	0	10	33	\spr\item\equip\horse\horse043.spr	40	2	3	通体雪白夹杂着蓝色的神鹿，寓意吉祥	0	5000	9	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
蓝麟神鹿	0	10	33	\spr\item\equip\horse\horse043.spr	40	2	3	通体雪白夹杂着蓝色的神鹿，寓意吉祥	0	5000	10	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
2013中越友谊·汗血龙驹	0	10	34	\spr\item\equip\horse\horse008.spr	40	2	3	2013年第三届中越友谊赛龙之队队员的坐骑，它见证了本届比赛所有选手的荣耀与汗水。	5	500000	1	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
2013中越友谊·汗血龙驹	0	10	34	\spr\item\equip\horse\horse008.spr	40	2	3	2013年第三届中越友谊赛龙之队队员的坐骑，它见证了本届比赛所有选手的荣耀与汗水。	5	500000	2	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
2013中越友谊·汗血龙驹	0	10	34	\spr\item\equip\horse\horse008.spr	40	2	3	2013年第三届中越友谊赛龙之队队员的坐骑，它见证了本届比赛所有选手的荣耀与汗水。	5	500000	3	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
2013中越友谊·汗血龙驹	0	10	34	\spr\item\equip\horse\horse008.spr	40	2	3	2013年第三届中越友谊赛龙之队队员的坐骑，它见证了本届比赛所有选手的荣耀与汗水。	5	500000	4	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
2013中越友谊·汗血龙驹	0	10	34	\spr\item\equip\horse\horse008.spr	40	2	3	2013年第三届中越友谊赛龙之队队员的坐骑，它见证了本届比赛所有选手的荣耀与汗水。	5	500000	5	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
2013中越友谊·汗血龙驹	0	10	34	\spr\item\equip\horse\horse008.spr	40	2	3	2013年第三届中越友谊赛龙之队队员的坐骑，它见证了本届比赛所有选手的荣耀与汗水。	5	500000	6	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
2013中越友谊·汗血龙驹	0	10	34	\spr\item\equip\horse\horse008.spr	40	2	3	2013年第三届中越友谊赛龙之队队员的坐骑，它见证了本届比赛所有选手的荣耀与汗水。	5	500000	7	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
2013中越友谊·汗血龙驹	0	10	34	\spr\item\equip\horse\horse008.spr	40	2	3	2013年第三届中越友谊赛龙之队队员的坐骑，它见证了本届比赛所有选手的荣耀与汗水。	5	500000	8	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
2013中越友谊·汗血龙驹	0	10	34	\spr\item\equip\horse\horse008.spr	40	2	3	2013年第三届中越友谊赛龙之队队员的坐骑，它见证了本届比赛所有选手的荣耀与汗水。	5	500000	9	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
2013中越友谊·汗血龙驹	0	10	34	\spr\item\equip\horse\horse008.spr	40	2	3	2013年第三届中越友谊赛龙之队队员的坐骑，它见证了本届比赛所有选手的荣耀与汗水。	5	500000	10	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
2015VIP·墨羽仙驴	0	10	35	\spr\item\equip\horse\horse044.spr	40	2	3	仗剑千里逍遥去，细雨骑驴入终南。	5	500000	1	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	10	10				36	150										
2015VIP·墨羽仙驴	0	10	35	\spr\item\equip\horse\horse044.spr	40	2	3	仗剑千里逍遥去，细雨骑驴入终南。	5	500000	2	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	10	10				36	150										
2015VIP·墨羽仙驴	0	10	35	\spr\item\equip\horse\horse044.spr	40	2	3	仗剑千里逍遥去，细雨骑驴入终南。	5	500000	3	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	10	10				36	150										
2015VIP·墨羽仙驴	0	10	35	\spr\item\equip\horse\horse044.spr	40	2	3	仗剑千里逍遥去，细雨骑驴入终南。	5	500000	4	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	10	10				36	150										
2015VIP·墨羽仙驴	0	10	35	\spr\item\equip\horse\horse044.spr	40	2	3	仗剑千里逍遥去，细雨骑驴入终南。	5	500000	5	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	10	10				36	150										
2015VIP·墨羽仙驴	0	10	35	\spr\item\equip\horse\horse044.spr	40	2	3	仗剑千里逍遥去，细雨骑驴入终南。	5	500000	6	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	10	10				36	150										
2015VIP·墨羽仙驴	0	10	35	\spr\item\equip\horse\horse044.spr	40	2	3	仗剑千里逍遥去，细雨骑驴入终南。	5	500000	7	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	10	10				36	150										
2015VIP·墨羽仙驴	0	10	35	\spr\item\equip\horse\horse044.spr	40	2	3	仗剑千里逍遥去，细雨骑驴入终南。	5	500000	8	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	10	10				36	150										
2015VIP·墨羽仙驴	0	10	35	\spr\item\equip\horse\horse044.spr	40	2	3	仗剑千里逍遥去，细雨骑驴入终南。	5	500000	9	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	10	10				36	150										
2015VIP·墨羽仙驴	0	10	35	\spr\item\equip\horse\horse044.spr	40	2	3	仗剑千里逍遥去，细雨骑驴入终南。	5	500000	10	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	10	10				36	150										
2017VIP·战狼	0	10	36	\spr\item\equip\horse\horse046.spr	40	2	3	千里雪飘关山外，万里奔行一日间。	5	500000	1	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	10	10				36	150										
2017VIP·战狼	0	10	36	\spr\item\equip\horse\horse046.spr	40	2	3	千里雪飘关山外，万里奔行一日间。	5	500000	2	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	10	10				36	150										
2017VIP·战狼	0	10	36	\spr\item\equip\horse\horse046.spr	40	2	3	千里雪飘关山外，万里奔行一日间。	5	500000	3	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	10	10				36	150										
2017VIP·战狼	0	10	36	\spr\item\equip\horse\horse046.spr	40	2	3	千里雪飘关山外，万里奔行一日间。	5	500000	4	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	10	10				36	150										
2017VIP·战狼	0	10	36	\spr\item\equip\horse\horse046.spr	40	2	3	千里雪飘关山外，万里奔行一日间。	5	500000	5	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	10	10				36	150										
2017VIP·战狼	0	10	36	\spr\item\equip\horse\horse046.spr	40	2	3	千里雪飘关山外，万里奔行一日间。	5	500000	6	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	10	10				36	150										
2017VIP·战狼	0	10	36	\spr\item\equip\horse\horse046.spr	40	2	3	千里雪飘关山外，万里奔行一日间。	5	500000	7	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	10	10				36	150										
2017VIP·战狼	0	10	36	\spr\item\equip\horse\horse046.spr	40	2	3	千里雪飘关山外，万里奔行一日间。	5	500000	8	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	10	10				36	150										
2017VIP·战狼	0	10	36	\spr\item\equip\horse\horse046.spr	40	2	3	千里雪飘关山外，万里奔行一日间。	5	500000	9	0	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20	243	10	10				36	150										
