名称	ItemGenre	DetailType	ParticularType	动画文件名	对应物件索引	宽度	高度	说明文字	五行属性	价格	等级	是否叠放	脚本名(参数1)	技能ID（参数1）	参数2(释法类型)	参数3(是否广播)	参数4(是否有等级概念)	参数5(是否可放快捷栏)	是否需要使用目标	物品最大叠放值	要求等级相同	要求五行相同	要求幸运相同	要求MagicLevel1相同	要求MagicLevel2相同	要求MagicLevel3相同	要求MagicLevel4相同	要求MagicLevel5相同	要求MagicLevel6相同
乾坤霹雳弹	6	1	3195	\spr\item\script\zijinzhendan.spr	41	1	1	可用来打败恶狼左使，获得奖励，恶狼左使在恶狼谷中，从城市车夫那里可以进入恶狼谷，你可以去临安的掌灯宫女那打听打听<enter>活动截止日期2021年9月11日24点		0	1	1	\script\activitysys\config\156\item_pilidan.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
侠义之章	6	1	3196	\spr\item\citydefence\smallfragment.spr	41	1	1	缉拿人贩，解救被拐儿童活动的凭证		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
铁镰刀	6	1	3197	\spr\item\script\duankaidejian.spr	41	1	1	可用来采集水稻，耗时较长，每采集成功一个水稻，耗费一个铁镰刀		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
白金镰刀	6	1	3198	\spr\item\tianchimijing\dao.spr	41	1	1	可用来采集水稻，耗时较短，每采集成功一个水稻，耗费一个铁镰刀		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
绿水稻	6	1	3199	\spr\item\mayday07\diancangpuer.spr	41	1	1	采集的绿水稻，可以兑换香袋以获得奖励		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
黄水稻	6	1	3200	\spr\item\mayday07\huangcha.spr	41	1	1	采集获得的黄水稻		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
香袋	6	1	3201	\spr\item\questkey\obj_item_hehuan.spr	41	1	1	用绿水稻和秋云换得。		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
128区合区经验补偿丹	6	1	3202	\spr\item\christmas\perfect.spr	41	1	1	2012年5月22日128区合区经验补偿专用丹药，右键点击使用后获得6.5亿经验，每天最多使用1颗。		0	1	1	\script\activitysys\config\43\128get_exp_item.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
护脉丹	6	1	3203	\spr\item\jianzhong\xuelingzhuhun.spr	41	1	1	天地精华所聚，冲穴必备之物。		0	1	1	\script\item\noscript.lua	0	1	1	0	1		500	0	0	0	0	0	0	0	0	0
白虎节堂守卫召唤符	6	1	3204	\spr\item\questkey\taskobj119.spr	41	1	1	帮会城堡召唤守卫的物品		0	1	1	\script\missions\tongcastle\guard.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
青铜神木令	6	1	3205	\spr\item\leaguematch\icon_league_iron.spr	41	1	1	右键使用后获得10点神木点		0	1	1	\script\missions\tongcastle\shenmuling.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
白银神木令	6	1	3206	\spr\item\leaguematch\icon_league_silver.spr	41	1	1	右键使用后获得100点神木点		0	1	1	\script\missions\tongcastle\shenmuling.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
黄金神木令	6	1	3207	\spr\item\leaguematch\icon_league_gold.spr	41	1	1	右键使用后获得1000点神木点		0	1	1	\script\missions\tongcastle\shenmuling.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
帮会推荐饰品令牌	6	1	3208	\spr\item\leaguematch\icon_league_platina.spr	385	1	1	赠予中越对抗赛帮会推荐选手的饰品令牌，可在礼官处换取“龙争虎斗·剑耀”一个。		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
材料1	6	1	3209	\spr\item\mayday07\diancangpuer.spr	41	1	1	活动材料，长白山南，长白山北，莫高窟，蚩尤洞，沙漠打怪产出		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
材料2	6	1	3210	\spr\item\mayday07\huangcha.spr	41	1	1	活动材料，零贩处购买		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
材料3	6	1	3211	\spr\item\questkey\obj_item_hehuan.spr	41	1	1	活动材料，活动产出		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
材料4	6	1	3212	\spr\item\christmas\perfect.spr	41	1	1	活动材料，活动产出		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
材料5	6	1	3213	\spr\item\jianzhong\xuelingzhuhun.spr	41	1	1	活动材料，奇珍阁出售		0	1	0	\script\item\noscript.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
奖励物品1	6	1	3214	\spr\item\questkey\taskobj119.spr	41	1	1	活动奖励，在事件总管处用相应材料合成		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
奖励物品2	6	1	3215	\spr\item\songjin\token.spr	41	1	1	活动奖励，在事件总管处用相应材料合成		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
奖励物品3	6	1	3216	\spr\item\questkey\taskobj132.spr	41	1	1	活动奖励，在事件总管处用相应材料合成		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
上线奖励物品1	6	1	3217	\spr\item\questkey\006.spr	41	1	1	活动奖励，上线时间达到后获得		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
上线奖励物品2	6	1	3218	\spr\item\leaguematch\icon_league_platina.spr	41	1	1	活动奖励，上线时间达到后获得		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
雄黄	6	1	3219	\spr\item\magic\butianshi_da.spr	41	1	1	入山林兮虎狼伏，入川水兮百毒避，制作雄黄酒的必备材料		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
白酒	6	1	3220	\spr\item\questkey\003.spr	41	1	1	金樽清酒斗十千，玉盘珍馐值万钱，制作雄黄酒的材料。		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
雄黄酒	6	1	3221	\spr\item\script\zhenlu_avd1.spr	41	1	1	杀百毒、辟百邪、制蛊毒		0	1	1	\script\activitysys\config\60\item_xionghuangjiu.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
白芷	6	1	3222	\spr\item\qingming\mum_w.spr	41	1	1	祛风散寒，通窍止痛，消肿排脓		0	1	1	\script\activitysys\config\60\item_baizhi.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
菖蒲	6	1	3223	\spr\item\mayday07\lvcha.spr	41	1	1	青翠易生，尤堪清目，与白芷编成花篮祭奠屈原		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
红豆花生粽子	6	1	3224	\spr\item\questkey\taskobj402.spr	41	1	1	红豆清甜，花生味酥，制成此物，可以和粽哥兑换乾坤霹雳弹		0	1	0	\script\item\noscript.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
祭奠花篮	6	1	3225	\spr\item\qixi_2006\huahuan.spr	41	1	1	端午时节洗臣冤，剑侠祭奠为屈原，点燃祭奠屈原。		0	1	1	\script\activitysys\config\60\item_hualan.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
乾坤霹雳弹	6	1	3226	\spr\item\script\zijinzhendan.spr	41	1	1	可用来打败恶狼左使，获得奖励，恶狼左使在恶狼谷中，从城市车夫那里可以进入恶狼谷，你可以去临安的掌灯宫女那打听打听<enter>活动截止日期2022年11月17日24点		0	1	1	\script\activitysys\config\158\item_pilidan.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
格挡符	6	1	3227	\spr\item\ib\chaotingzhaoshu.spr	41	1	1	墨石老人给予的物品，在密室逃生关键时刻能救你一命		0	1	1	\script\item\noscript.lua	0	1	1	0	1		2	0	0	0	0	0	0	0	0	0
东雨草	6	1	3228	\spr\item\mayday07\qingchengxueya.spr	41	1	1	一种草药，墨石老人让你采集一些来		0	1	1	\spr\item\mayday07\qingchengxueya.spr	0	1	1	0	1		2	0	0	0	0	0	0	0	0	0
菊长草	6	1	3229	\spr\item\questkey\taskobj100.spr	41	1	1	一种草药，墨石老人让你采集一些来		0	1	1	\script\item\noscript.lua	0	1	1	0	1		2	0	0	0	0	0	0	0	0	0
仲尼海棠	6	1	3230	\spr\item\mayday07\diancangpuer.spr	41	1	1	一种草药，墨石老人让你采集一些来		0	1	1	\script\item\noscript.lua	0	1	1	0	1		2	0	0	0	0	0	0	0	0	0
晓辰花	6	1	3231	\spr\item\mayday07\diancangpuer.spr	41	1	1	一种草药，墨石老人让你采集一些来		0	1	1	\script\item\noscript.lua	0	1	1	0	1		2	0	0	0	0	0	0	0	0	0
夏青莲	6	1	3232	\spr\item\questkey\taskobj101.spr	41	1	1	一种草药，墨石老人让你采集一些来		0	1	1	\script\item\noscript.lua	0	1	1	0	1		2	0	0	0	0	0	0	0	0	0
玉石花	6	1	3233	\spr\item\script\zijinghua.spr	41	1	1	一种草药，墨石老人让你采集一些来		0	1	1	\script\item\noscript.lua	0	1	1	0	1		2	0	0	0	0	0	0	0	0	0
穆蝶花	6	1	3234	\spr\item\mayday07\huangcha.spr	41	1	1	一种草药，墨石老人让你采集一些来		0	1	1	\script\item\noscript.lua	0	1	1	0	1		2	0	0	0	0	0	0	0	0	0
信使之令	6	1	3235	\spr\item\leaguematch\icon_league_copper.spr	41	1	1	完成信使任务的凭证，用来给予墨石老人证明		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
杀手之令	6	1	3236	\spr\item\leaguematch\icon_league_gold.spr	41	1	1	完成杀手任务的凭证，用来给予墨石老人证明		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
侠义之令	6	1	3237	\spr\item\leaguematch\icon_league_iron.spr	41	1	1	完成日常任务的凭证，用来给予墨石老人证明		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
龙脉之令	6	1	3238	\spr\item\leaguematch\icon_league_silver.spr	41	1	1	完成龙脉任务的凭证，用来给予墨石老人证明		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
卓越嘉奖令	6	1	3239	\spr\item\script\tianbaokuling.spr	385	1	1	帮会齐心协力完成周目标的证明，可奖励给为帮会做出突出贡献的兄弟。<enter>将此与优秀帮众令一起交予祭酒可获得经验1.6亿点奖励，或与10个精炼石一起上交也可获得该奖励。每周只可上交1次。		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
优秀帮众令	6	1	3240	\spr\item\script\shuizeilingpai.spr	385	1	1	个人努力完成周目标的证明，可以直接使用获得6000万点经验。<enter>或将此与卓越嘉奖令一起交予祭酒可获得1.6亿点经验。每周只可使用或上交1次。		0	1	1	\script\item\tong\good_tong_member.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
阵营更换福利书	6	1	3241	\spr\item\questkey\taskobj022.spr	385	1	1	完成帮会周目标的福利之一，本帮帮主或长老使用后，可以将当天的更换阵营的次数重置为零，同时阵营更换费用重新计算。		0	1	1	\script\item\tong\tong_change_camp_bonus.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
帮会宣战福利书	6	1	3242	\spr\item\change_destiny\gaimingjue.spr	385	1	1	完成帮会周目标的福利之一，本帮帮主或长老使用后，可以增加本帮会宣战次数1次。		0	1	1	\script\item\tong\tong_claimwar_bonus.lua	0	1	1	0	1		200	0	0	0	0	0	0	0	0	0
三生令	6	1	3243	\spr\item\leaguematch\icon_league_copper.spr	41	1	1	前世今生至尊大礼，前往掌灯宫女处激活，全帮都会为你自豪。		0	1	0	\script\item\noscript.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
墨石剑鸿（小）	6	1	3244	\spr\item\christmas\high_purple.spr	41	1	1	墨石老人年轻时曾经钟爱的物品，使用后会获得当前任务奖励翻倍的效果		0	1	1	\script\activitysys\config\67\item_moshijianhong_xiao.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
墨石剑鸿（中）	6	1	3245	\spr\item\jiefang2010\hanjinhe.spr	41	1	1	墨石老人年轻时曾经钟爱的物品，交给他会获得任务奖励翻倍的效果		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
墨石剑鸿（大）	6	1	3246	\spr\item\jiefang2010\hanjinhe.spr	41	1	1	墨石老人年轻时曾经钟爱的物品，交给他会获得任务奖励翻倍的效果		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
助战令	6	1	3247	\spr\item\zhuangbeilingshi\canglangshi.spr	41	1	1	助力各位大侠旗开得胜，扬我中华雄风		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
南海风云	6	1	3248	\spr\item\christmas2009\xingfulihe.spr	41	1	1	助力各位大侠旗开得胜，扬我中华雄风		0	1	0	\script\item\noscript.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
乾坤霹雳弹	6	1	3249	\spr\item\script\zijinzhendan.spr	41	1	1	可用来打败恶狼左使，获得奖励，恶狼左使在恶狼谷中，从城市车夫那里可以进入恶狼谷，你可以去临安的掌灯宫女那打听打听<enter>活动截止日期2012年7月9日0点		0	1	1	\script\activitysys\config\67\item_pilidan.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
战魂符	6	1	3250	\spr\item\christmas2009\wujinbaoxiang.spr	41	1	1	精炼石商店出售，能帮你提升功勋值		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
情深义重	6	1	3251	\spr\item\zhuangbeilingshi\canglangshi.spr	41	1	1	越南专用		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
追缉令牌	6	1	3252	\spr\item\vietnam\christmas2009\xingfulihe.spr	41	1	1	越南专用		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
血脉相连	6	1	3253	\spr\item\vietnam\christmas2009\wujinbaoxiang.spr	41	1	1	越南专用		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
荣耀令(越南)	6	1	3254	\spr\item\leaguematch\icon_league_copper.spr	41	1	1	能给全帮带来经验的神奇礼物		0	1	0	\script\item\noscript.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
织女的头巾	6	1	3255	\spr\item\christmas2006\greenscarf.spr	41	1	1	织女被带上天时遗留在人家的头巾，寄托了对牛郎的相思		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
织女的信	6	1	3256	\spr\item\questkey\taskobj075.spr	41	1	1	无意之中在织女的头巾中发现的信，使用后看看有什么线索		0	1	0	\script\activitysys\config\69\item_letter.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
银汉迢迢暗渡	6	1	3257	\spr\item\jianzhong\mantou.spr	41	1	1	传说此物能帮人跨越银河，听说活动大使正在收集它。		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
鹊桥相会	6	1	3258	\spr\item\christmas2009\xingfulihe.spr	41	1	1	记录鹊桥相会的点点滴滴，可以与活动大使兑换乾坤霹雳弹。		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
乾坤霹雳弹	6	1	3259	\spr\item\script\zijinzhendan.spr	41	1	1	可用来打败恶狼左使，获得奖励，恶狼左使在恶狼谷中，从城市车夫那里可以进入恶狼谷，你可以去临安的掌灯宫女那打听打听<enter>活动截止日期2012年8月27日0点		0	1	1	\script\activitysys\config\69\item_pilidan.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
中越令	6	1	3260	\spr\item\leaguematch\icon_league_copper.spr	41	1	1	第二届中越对抗赛帮会推荐选手体服积分奖励<enter>每次上交后本帮获得6亿帮会资金、符合条件的成员可领取5千万经验<enter>上交截止时间7月31号0点		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
雪龙眼	6	1	3261	\spr\event\zhongqiu_jieri\200909\qianliyan.spr	41	1	1	和旅新童猜牌获得，可以用来合成金玉粉蝶和兰质琼浆		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
血运璞玉	6	1	3262	\spr\item\christmas\low_purple.spr	41	1	1	和旅新童猜牌获得，可以用来合成金玉粉蝶和兰质琼浆		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
天玉结晶	6	1	3263	\spr\item\vnxmas2007\shui_bingjin.spr	41	1	1	和旅新童猜牌获得，可以用来合成金玉粉蝶和兰质琼浆		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
陀罗花	6	1	3264	\spr\item\yulanpenjie\shuilianhua.spr	41	1	1	种植树木获得，据说可以合成金玉粉蝶和兰质琼浆		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
雷印檀木	6	1	3265	\spr\item\vietnam\midautumn06\lantern_green.spr	41	1	1	珍贵的木料，可以合成兰质琼浆		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
金玉粉蝶	6	1	3266	\spr\item\mid_autumn07\caidiedeng.spr	41	1	1	使用可以获得奖励		0	1	1	\script\item\activityitem.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
兰质琼浆	6	1	3267	\spr\item\newyear2010\琼浆玉液.spr	41	1	1	使用可以获得奖励		0	1	1	\script\item\activityitem.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
天禄福袋	6	1	3268	\spr\item\christmas2009\shengdanlibao.spr	41	1	1	右键使用获得5个天禄树之种。		0	1	0	\script\event\tianlu_tree\tianlufudai.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
天禄树之种	6	1	3269	\spr\item\christmas\perfect.spr	41	1	1	在七大城市以及新手村野外使用，种下树木		0	1	1	\script\event\tianlu_tree\tianlushuzhizhong.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
玄金升级卷轴	6	1	3270	\spr\item\script\wuxuejinyao.spr	41	1	1	右键点击使用，可同时将最多60个相同等级的玄金以一定比例提升为高一等级的玄金		100000	1	1	\script\global\fantasygoldequip\fantasygoldupgrade_item.lua	0	1	1	0	1		100	0	0	0	0	0	0	0	0	0
敬师香茶	6	1	3271	\spr\item\mayday07\lvcha.spr	41	1	1	点茶敬师，上交给尊师长者，获得奖励		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
美酒	6	1	3272	\spr\item\script\zhongqiu_jieri\mingyuejiu.spr	41	1	1	墨石老人秘制的美酒，上交给尊师长者，获得奖励		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
敬师香	6	1	3273	\spr\item\magicscript\qingming2010\qmxiang.spr	41	1	1	焚香敬师，上交给尊师长者，获得奖励		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
师徒礼盒	6	1	3274	\spr\item\script\item_chrismasbox.spr	41	1	1	兑换获得神秘火器，师傅遗留下来的物品，想必你能用到。		0	1	0	\script\item\noscript.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
乾坤霹雳弹	6	1	3275	\spr\item\script\zijinzhendan.spr	41	1	1	可用来打败恶狼左使，获得奖励，恶狼左使在恶狼谷中，从城市车夫那里可以进入恶狼谷，你可以去临安的掌灯宫女那打听打听<enter>活动截止日期2012年9月17日		0	1	1	\script\activitysys\config\70\item_pilidan.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
经脉丹	6	1	3276	\spr\item\jianzhong\xuelingzhuhun.spr	41	1	1	体服测试专用药品，使用后提高门派进阶技能1级		0	1	1	\script\item\noscript.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
无极仙丹	6	1	3277	\spr\item\christmas\mid_green.spr	41	1	1	人间极品，到北斗老人打听		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
黑龙仙丹	6	1	3278	\spr\item\mid_autumn\zhongqiuwupin.spr	41	1	1	人间极品，到北斗老人打听		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
白虎盔宝箱	6	1	3279	\spr\item\script\item_baihubaoxiang.spr	41	1	1	点击获得随机路线对应部位的白虎装备一件。若希望确定路线，需要携带五灵鉴定符前往神秘铁匠处让其帮你开启宝箱。		0	1	0	\script\item\noscript.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
白虎衣宝箱	6	1	3280	\spr\item\script\item_baihubaoxiang.spr	41	1	1	点击获得随机路线对应部位的白虎装备一件。若希望确定路线，需要携带五灵鉴定符前往神秘铁匠处让其帮你开启宝箱。		0	1	0	\script\item\noscript.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
白虎靴宝箱	6	1	3281	\spr\item\script\item_baihubaoxiang.spr	41	1	1	点击获得随机路线对应部位的白虎装备一件。若希望确定路线，需要携带五灵鉴定符前往神秘铁匠处让其帮你开启宝箱。		0	1	0	\script\item\noscript.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
白虎腰带宝箱	6	1	3282	\spr\item\script\item_baihubaoxiang.spr	41	1	1	点击获得随机路线对应部位的白虎装备一件。若希望确定路线，需要携带五灵鉴定符前往神秘铁匠处让其帮你开启宝箱。		0	1	0	\script\item\noscript.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
白虎护腕宝箱	6	1	3283	\spr\item\script\item_baihubaoxiang.spr	41	1	1	点击获得随机路线对应部位的白虎装备一件。若希望确定路线，需要携带五灵鉴定符前往神秘铁匠处让其帮你开启宝箱。		0	1	0	\script\item\noscript.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
白虎项链宝箱	6	1	3284	\spr\item\script\item_baihubaoxiang.spr	41	1	1	点击获得随机路线对应部位的白虎装备一件。若希望确定路线，需要携带五灵鉴定符前往神秘铁匠处让其帮你开启宝箱。		0	1	0	\script\item\noscript.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
白虎佩宝箱	6	1	3285	\spr\item\script\item_baihubaoxiang.spr	41	1	1	点击获得随机路线对应部位的白虎装备一件。若希望确定路线，需要携带五灵鉴定符前往神秘铁匠处让其帮你开启宝箱。		0	1	0	\script\item\noscript.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
白虎上戒宝箱	6	1	3286	\spr\item\script\item_baihubaoxiang.spr	41	1	1	点击获得随机路线对应部位的白虎装备一件。若希望确定路线，需要携带五灵鉴定符前往神秘铁匠处让其帮你开启宝箱。		0	1	0	\script\item\noscript.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
白虎下戒宝箱	6	1	3287	\spr\item\script\item_baihubaoxiang.spr	41	1	1	点击获得随机路线对应部位的白虎装备一件。若希望确定路线，需要携带五灵鉴定符前往神秘铁匠处让其帮你开启宝箱。		0	1	0	\script\item\noscript.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
白虎武器宝箱	6	1	3288	\spr\item\script\item_baihubaoxiang.spr	41	1	1	点击获得随机路线对应部位的白虎装备一件。若希望确定路线，需要携带五灵鉴定符前往神秘铁匠处让其帮你开启宝箱。		0	1	0	\script\item\noscript.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
月饼馅	6	1	3289	\spr\item\mid_autumn\dousha.spr	41	1	1	莲蓉，花生所制，制作月饼的材料		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
面粉	6	1	3290	\spr\item\mid_autumn\mianfen.spr	41	1	1	制作月饼的材料		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
鸡蛋	6	1	3291	\spr\item\mid_autumn\yadan.spr	41	1	1	可以制成更好吃的蛋黄月饼		0	1	0	\script\item\noscript.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
锦宫灯	6	1	3292	\spr\item\mid_autumn\yadan.spr	41	1	1	中秋灯笼，使用后完成灯神的愿望，可获得奖励		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
白虎之血	6	1	3293	\spr\item\questkey\taskobj073.spr	41	1	1	在神秘铁匠处合成白虎装备宝箱时，可增加合成成功率，每次最多使用40个 		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
紫蟒石	6	1	3294	\spr\item\zhuangbeilingshi\jinwushi.spr	41	1	1	白虎宝箱合成材料		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
白虎之魂	6	1	3295	\spr\item\yulanpenjie\huolianhua.spr	41	1	1	白虎装备宝箱合成材料		0	1	0	\script\item\noscript.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
锦花月饼	6	1	3296	\spr\item\mid_autumn\yuebing.spr	41	1	1	中秋月饼，食用获得奖励		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
蛋黄月饼	6	1	3297	\spr\item\mid_autumn07\baiyuhanxiang.spr	41	1	1	加入蛋黄的月饼，更加美味		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
真气丸	6	1	3298	\spr\item\questkey\taskobj144.spr	41	1	1	冲穴失败后的真气凝炼而成，可直接服用获得20点真元值。也可与天山雪莲（小）炼制为冲穴丹（8层）。		0	1	1	\script\global\meridian\item_zhenqiwan.lua	0	1	1	0	1		20	0	0	0	0	0	0	0	0	0
天山雪莲（小）	6	1	3299	\spr\item\yulanpenjie\shuilianhua.spr	41	1	1	百草之王，药中极品。点击右键使用，可与20颗真气丸炼制为1颗冲穴丹（8层）。		0	1	0	\script\global\meridian\item_tianshanxuelian_1.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
天山雪莲（中）	6	1	3300	\spr\item\yulanpenjie\shuilianhua.spr	41	1	1	百草之王，药中极品。点击右键使用，可与20颗冲穴丹（8层）炼制为1颗冲穴丹（12层）。		0	1	0	\script\global\meridian\item_tianshanxuelian_2.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
天山雪莲（大）	6	1	3301	\spr\item\yulanpenjie\shuilianhua.spr	41	1	1	百草之王，药中极品。点击右键使用，可与20颗冲穴丹（12层）炼制为1颗冲穴丹（14层）。		0	1	0	\script\global\meridian\item_tianshanxuelian_3.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
天山雪莲（特大）	6	1	3302	\spr\item\yulanpenjie\shuilianhua.spr	41	1	1	百草之王，药中极品。点击右键使用，可与20颗冲穴丹（14层）炼制为1颗冲穴丹（16层）。		0	1	0	\script\global\meridian\item_tianshanxuelian_4.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
