Name	Prop quality	Item ID	Type of props	specific category	Detail	Platinum level	Level	Magic attribute ID1	Param1	Magic 1 starting value 1	Magic 1 end value 1	Magic 1 is worth 1	Magic 1 starting value 2	Magic 1 end value 2	Magic 1 is worth 2	Magic 1 starting value 3	Magic 1 end value 3	Magic 1 is worth 3	Magic 1 starting value 4	Magic 1 end value 4	Magic 1 is worth 4	Magic 1 starting value 5	Magic 1 end value 5	Magic 1 is worth 5	Magic attribute ID2	Param2	Magic 2 starting value 1	Magic 2 end value 1	Magic 2 is worth 1	Magic 2 starting value 2	Magic 2 end value 2	Magic 2 is worth 2	Magic 2 starting value 3	Magic 2 end value 3	Magic 2 is worth 3	Magic 2 starting value 4	Magic 2 end value 4	Magic 2 is worth 4	Magic 2 starting value 5	Magic 2 end value 5	Magic 2 is worth 5	Magic attribute ID3	Param3	Magic 3 starting value 1	Magic 3 end value 1	Magic 3 is worth 1	Magic 3 starting value 2	Magic 3 end value 2	Magic 3 is worth 2	Magic 3 starting value 3	Magic 3 end value 3	Magic 3 is worth 3	Magic 3 starting value 4	Magic 3 end value 4	Magic 3 is worth 4	Magic 3 starting value 5	Magic 3 end value 5	Magic 3 is worth 5	Magic attribute ID4	Param4	Magic 4 starting value 1	Magic 4 end value 1	Magic 4 is worth 1	Magic 4 starting value 2	Magic 4 end value 2	Magic 4 is worth 2	Magic 4 starting value 3	Magic 43 end value 3	Magic 4 is worth 3	Magic 4 starting value 4	Magic 4 end value 4	Magic 4 is worth 4	Magic 4 starting value 5	Magic 4 end value 5	Magic 4 is worth 5	Tinh hån th¹ch	Tµi phó
[???]???????0	4	60	-1	-1	-1	0	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31360	31360
[???]???????1	4	60	-1	-1	-1	1	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31360	31360
[???]???????2	4	60	-1	-1	-1	2	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31360	31360
[???]???????3	4	60	-1	-1	-1	3	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31360	31360
[???]???????4	4	60	-1	-1	-1	4	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31360	31360
[???]???????5	4	60	-1	-1	-1	5	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31360	31360
[???]???????6	4	60	-1	-1	-1	6	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31360	31360
[???]???????7	4	60	-1	-1	-1	7	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31360	31360
[???]???????8	4	60	-1	-1	-1	8	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31360	31360
[???]???????9	4	60	-1	-1	-1	9	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31360	31360
[???]???????10	4	60	-1	-1	-1	10	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5.187.308	5.187.308
[???]???????0	4	61	-1	-1	-1	0	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5.467.308	5.467.308
[???]???????1	4	61	-1	-1	-1	1	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6.027.308	6.027.308
[???]???????2	4	61	-1	-1	-1	2	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6.867.308	6.867.308
[???]???????3	4	61	-1	-1	-1	3	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7.987.308	7.987.308
[???]???????4	4	61	-1	-1	-1	4	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9.387.308	9.387.308
[???]???????5	4	61	-1	-1	-1	5	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11.487.308	11.487.308
[???]???????6	4	61	-1	-1	-1	6	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15.687.308	15.687.308
[???]???????7	4	61	-1	-1	-1	7	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	22.687.308	22.687.308
[???]???????8	4	61	-1	-1	-1	8	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	33.887.308	33.887.308
[???]???????9	4	61	-1	-1	-1	9	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	50.687.308	50.687.308
[???]???????10	4	61	-1	-1	-1	10	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	48776	48776
[???]???????0	4	62	-1	-1	-1	0	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	49056	49056
[???]???????1	4	62	-1	-1	-1	1	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	49616	49616
[???]???????2	4	62	-1	-1	-1	2	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	50456	50456
[???]???????3	4	62	-1	-1	-1	3	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	51576	51576
[???]???????4	4	62	-1	-1	-1	4	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	52976	52976
[???]???????5	4	62	-1	-1	-1	5	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	55076	55076
[???]???????6	4	62	-1	-1	-1	6	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	59276	59276
[???]???????7	4	62	-1	-1	-1	7	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	66276	66276
[???]???????8	4	62	-1	-1	-1	8	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77476	77476
[???]???????9	4	62	-1	-1	-1	9	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77476	77476
[???]???????10	4	62	-1	-1	-1	10	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12192	12192
[???]???????0	4	63	-1	-1	-1	0	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	13269	13269
[???]???????1	4	63	-1	-1	-1	1	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15423	15423
[???]???????2	4	63	-1	-1	-1	2	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	18115	18115
[???]???????3	4	63	-1	-1	-1	3	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21346	21346
[???]???????4	4	63	-1	-1	-1	4	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	25115	25115
[???]???????5	4	63	-1	-1	-1	5	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	158.810.568	158.810.568
[???]???????6	4	63	-1	-1	-1	6	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	242.810.568	242.810.568
[???]???????7	4	63	-1	-1	-1	7	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	382.810.568	382.810.568
[???]???????8	4	63	-1	-1	-1	8	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	606.810.568	606.810.568
[???]???????9	4	63	-1	-1	-1	9	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	942.810.568	942.810.568
[???]???????10	4	63	-1	-1	-1	10	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8346	8346
[???]???????0	4	64	-1	-1	-1	0	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9423	9423
[???]???????1	4	64	-1	-1	-1	1	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11577	11577
[???]???????2	4	64	-1	-1	-1	2	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	14269	14269
[???]???????3	4	64	-1	-1	-1	3	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	17500	17500
[???]???????4	4	64	-1	-1	-1	4	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	21269	21269
[???]???????5	4	64	-1	-1	-1	5	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	169.996.624	169.996.624
[???]???????6	4	64	-1	-1	-1	6	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	237.196.624	237.196.624
[???]???????7	4	64	-1	-1	-1	7	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	349.196.624	349.196.624
[???]???????8	4	64	-1	-1	-1	8	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	528.396.624	528.396.624
[???]???????9	4	64	-1	-1	-1	9	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	797.196.624	797.196.624
[???]???????10	4	64	-1	-1	-1	10	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	45.939.768	45.939.768
[???]???????0	4	65	-1	-1	-1	0	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	48.739.768	48.739.768
[???]???????1	4	65	-1	-1	-1	1	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	54.339.768	54.339.768
[???]???????2	4	65	-1	-1	-1	2	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	62.739.768	62.739.768
[???]???????3	4	65	-1	-1	-1	3	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	73.939.768	73.939.768
[???]???????4	4	65	-1	-1	-1	4	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87.939.768	87.939.768
[???]???????5	4	65	-1	-1	-1	5	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	108.939.768	108.939.768
[???]???????6	4	65	-1	-1	-1	6	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	150.939.768	150.939.768
[???]???????7	4	65	-1	-1	-1	7	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	220.939.768	220.939.768
[???]???????8	4	65	-1	-1	-1	8	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	332.939.768	332.939.768
[???]???????9	4	65	-1	-1	-1	9	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	500.939.768	500.939.768
[???]???????10	4	65	-1	-1	-1	10	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	48776	48776
[???]???????0	4	66	-1	-1	-1	0	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	49056	49056
[???]???????1	4	66	-1	-1	-1	1	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	49616	49616
[???]???????2	4	66	-1	-1	-1	2	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	50456	50456
[???]???????3	4	66	-1	-1	-1	3	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	51576	51576
[???]???????4	4	66	-1	-1	-1	4	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	52976	52976
[???]???????5	4	66	-1	-1	-1	5	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	55076	55076
[???]???????6	4	66	-1	-1	-1	6	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	59276	59276
[???]???????7	4	66	-1	-1	-1	7	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	66276	66276
[???]???????8	4	66	-1	-1	-1	8	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77476	77476
[???]???????9	4	66	-1	-1	-1	9	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94276	94276
[???]???????10	4	66	-1	-1	-1	10	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	48731	48731
[???]???????0	4	67	-1	-1	-1	0	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	49808	49808
[???]???????1	4	67	-1	-1	-1	1	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	51962	51962
[???]???????2	4	67	-1	-1	-1	2	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	54654	54654
[???]???????3	4	67	-1	-1	-1	3	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	57885	57885
[???]???????4	4	67	-1	-1	-1	4	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	61654	61654
[???]???????5	4	67	-1	-1	-1	5	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	130.692.968	130.692.968
[???]???????6	4	67	-1	-1	-1	6	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	172.692.968	172.692.968
[???]???????7	4	67	-1	-1	-1	7	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	242.692.968	242.692.968
[???]???????8	4	67	-1	-1	-1	8	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	354.692.968	354.692.968
[???]???????9	4	67	-1	-1	-1	9	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	522.692.968	522.692.968
[???]???????10	4	67	-1	-1	-1	10	10	-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	0	-1	-1	0										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	31360	31360
