Ãû³Æ	µÀ¾ßÖÖÀà	¾ßÌåÀà±ğ	ÏêÏ¸Àà±ğ	¶¯»­ÎÄ¼şÃû	¶ÔÓ¦Îï¼şË÷Òı	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåĞĞÊôĞÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµş·Å	»ù´¡ÊôĞÔ1ÀàĞÍ	»ù´¡ÊôĞÔ1×îĞ¡Öµ	»ù´¡ÊôĞÔ1×î´óÖµ	»ù´¡ÊôĞÔ2ÀàĞÍ	»ù´¡ÊôĞÔ2×îĞ¡Öµ	»ù´¡ÊôĞÔ2×î´óÖµ	»ù´¡ÊôĞÔ3ÀàĞÍ	»ù´¡ÊôĞÔ3×îĞ¡Öµ	»ù´¡ÊôĞÔ3×î´óÖµ	»ù´¡ÊôĞÔ4ÀàĞÍ	»ù´¡ÊôĞÔ4×îĞ¡Öµ	»ù´¡ÊôĞÔ4×î´óÖµ	»ù´¡ÊôĞÔ5ÀàĞÍ	»ù´¡ÊôĞÔ5×îĞ¡Öµ	»ù´¡ÊôĞÔ5×î´óÖµ	»ù´¡ÊôĞÔ6ÀàĞÍ	»ù´¡ÊôĞÔ6×îĞ¡Öµ	»ù´¡ÊôĞÔ6×î´óÖµ	»ù´¡ÊôĞÔ7ÀàĞÍ	»ù´¡ÊôĞÔ7×îĞ¡Öµ	»ù´¡ÊôĞÔ7×î´óÖµ	ĞèÇóÊôĞÔ1ÀàĞÍ	ĞèÇóÊôĞÔ1ÊıÖµ	ĞèÇóÊôĞÔ2ÀàĞÍ	ĞèÇóÊôĞÔ2ÊıÖµ	ĞèÇóÊôĞÔ3ÀàĞÍ	ĞèÇóÊôĞÔ3ÊıÖµ	ĞèÇóÊôĞÔ4ÀàĞÍ	ĞèÇóÊôĞÔ4ÊıÖµ	ĞèÇóÊôĞÔ5ÀàĞÍ	ĞèÇóÊôĞÔ5ÊıÖµ	ĞèÇóÊôĞÔ6ÀàĞÍ	ĞèÇóÊôĞÔ6ÊıÖµ
Trôc NhËt	0	10	71	\image\item\equip\horse\horse012.spr	40	2	3	"Thó c­ìi chuyªn dông.<enter>NhËn ®­îc kü n¨ng <color=yellow>Di H×nh Ho¸n ¶nh<color>, dïng V« H¹n TruyÒn Tèng Phï cã thÓ ®Õn ®­îc "	5	500000	4	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
Trôc NhËt	0	10	71	\image\item\equip\horse\horse012.spr	40	2	3	"Thó c­ìi chuyªn dông.<enter>NhËn ®­îc kü n¨ng <color=yellow>Di H×nh Ho¸n ¶nh<color>, dïng V« H¹n TruyÒn Tèng Phï cã thÓ ®Õn ®­îc "	5	500000	5	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
Trôc NhËt	0	10	71	\image\item\equip\horse\horse012.spr	40	2	3	"Thó c­ìi chuyªn dông.<enter>NhËn ®­îc kü n¨ng <color=yellow>Di H×nh Ho¸n ¶nh<color>, dïng V« H¹n TruyÒn Tèng Phï cã thÓ ®Õn ®­îc "	5	500000	6	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
Trôc NhËt	0	10	71	\image\item\equip\horse\horse012.spr	40	2	3	"Thó c­ìi chuyªn dông.<enter>NhËn ®­îc kü n¨ng <color=yellow>Di H×nh Ho¸n ¶nh<color>, dïng V« H¹n TruyÒn Tèng Phï cã thÓ ®Õn ®­îc "	5	500000	7	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
Trôc NhËt	0	10	71	\image\item\equip\horse\horse012.spr	40	2	3	"Thó c­ìi chuyªn dông.<enter>NhËn ®­îc kü n¨ng <color=yellow>Di H×nh Ho¸n ¶nh<color>, dïng V« H¹n TruyÒn Tèng Phï cã thÓ ®Õn ®­îc "	5	500000	8	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
Trôc NhËt	0	10	71	\image\item\equip\horse\horse012.spr	40	2	3	"Thó c­ìi chuyªn dông.<enter>NhËn ®­îc kü n¨ng <color=yellow>Di H×nh Ho¸n ¶nh<color>, dïng V« H¹n TruyÒn Tèng Phï cã thÓ ®Õn ®­îc "	5	500000	9	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
Trôc NhËt	0	10	71	\image\item\equip\horse\horse012.spr	40	2	3	"Thó c­ìi chuyªn dông.<enter>NhËn ®­îc kü n¨ng <color=yellow>Di H×nh Ho¸n ¶nh<color>, dïng V« H¹n TruyÒn Tèng Phï cã thÓ ®Õn ®­îc "	5	500000	10	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
Hæ C¸t T­êng	0	10	72	\image\item\equip\horse\hl_baihu.spr	40	2	3	"PhÈm chÊt tèt hîp víi d¸ng cña chñ nh©n, thÓ hiÖn th©n phËn cao quı."	5	500000	1	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
Hæ C¸t T­êng	0	10	72	\image\item\equip\horse\hl_baihu.spr	40	2	3	"PhÈm chÊt tèt hîp víi d¸ng cña chñ nh©n, thÓ hiÖn th©n phËn cao quı."	5	500000	2	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
Hæ C¸t T­êng	0	10	72	\image\item\equip\horse\hl_baihu.spr	40	2	3	"PhÈm chÊt tèt hîp víi d¸ng cña chñ nh©n, thÓ hiÖn th©n phËn cao quı."	5	500000	3	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
Hæ C¸t T­êng	0	10	72	\image\item\equip\horse\hl_baihu.spr	40	2	3	"PhÈm chÊt tèt hîp víi d¸ng cña chñ nh©n, thÓ hiÖn th©n phËn cao quı."	5	500000	4	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
Hæ C¸t T­êng	0	10	72	\image\item\equip\horse\hl_baihu.spr	40	2	3	"PhÈm chÊt tèt hîp víi d¸ng cña chñ nh©n, thÓ hiÖn th©n phËn cao quı."	5	500000	5	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
Hæ C¸t T­êng	0	10	72	\image\item\equip\horse\hl_baihu.spr	40	2	3	"PhÈm chÊt tèt hîp víi d¸ng cña chñ nh©n, thÓ hiÖn th©n phËn cao quı."	5	500000	6	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
Hæ C¸t T­êng	0	10	72	\image\item\equip\horse\hl_baihu.spr	40	2	3	"PhÈm chÊt tèt hîp víi d¸ng cña chñ nh©n, thÓ hiÖn th©n phËn cao quı."	5	500000	7	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
Hæ C¸t T­êng	0	10	72	\image\item\equip\horse\hl_baihu.spr	40	2	3	"PhÈm chÊt tèt hîp víi d¸ng cña chñ nh©n, thÓ hiÖn th©n phËn cao quı."	5	500000	8	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
Hæ C¸t T­êng	0	10	72	\image\item\equip\horse\hl_baihu.spr	40	2	3	"PhÈm chÊt tèt hîp víi d¸ng cña chñ nh©n, thÓ hiÖn th©n phËn cao quı."	5	500000	9	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
Hæ C¸t T­êng	0	10	72	\image\item\equip\horse\hl_baihu.spr	40	2	3	"PhÈm chÊt tèt hîp víi d¸ng cña chñ nh©n, thÓ hiÖn th©n phËn cao quı."	5	500000	10	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
øc V©n	0	10	73	\image\item\equip\horse\ma32a0.spr	40	2	3	"Qu©n nh­ tiÓu d¹ y hi hËu, hoa nhan tóy duyÖt nh­îc tam thu.<enter><color=yellow>Thó c­ìi dµnh riªng cho c¸c n÷ anh hïng.<color>"	5	500000	1	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
øc V©n	0	10	73	\image\item\equip\horse\ma32a0.spr	40	2	3	"Qu©n nh­ tiÓu d¹ y hi hËu, hoa nhan tóy duyÖt nh­îc tam thu.<enter><color=yellow>Thó c­ìi dµnh riªng cho c¸c n÷ anh hïng.<color>"	5	500000	2	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
øc V©n	0	10	73	\image\item\equip\horse\ma32a0.spr	40	2	3	"Qu©n nh­ tiÓu d¹ y hi hËu, hoa nhan tóy duyÖt nh­îc tam thu.<enter><color=yellow>Thó c­ìi dµnh riªng cho c¸c n÷ anh hïng.<color>"	5	500000	3	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
øc V©n	0	10	73	\image\item\equip\horse\ma32a0.spr	40	2	3	"Qu©n nh­ tiÓu d¹ y hi hËu, hoa nhan tóy duyÖt nh­îc tam thu.<enter><color=yellow>Thó c­ìi dµnh riªng cho c¸c n÷ anh hïng.<color>"	5	500000	4	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
øc V©n	0	10	73	\image\item\equip\horse\ma32a0.spr	40	2	3	"Qu©n nh­ tiÓu d¹ y hi hËu, hoa nhan tóy duyÖt nh­îc tam thu.<enter><color=yellow>Thó c­ìi dµnh riªng cho c¸c n÷ anh hïng.<color>"	5	500000	5	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
øc V©n	0	10	73	\image\item\equip\horse\ma32a0.spr	40	2	3	"Qu©n nh­ tiÓu d¹ y hi hËu, hoa nhan tóy duyÖt nh­îc tam thu.<enter><color=yellow>Thó c­ìi dµnh riªng cho c¸c n÷ anh hïng.<color>"	5	500000	6	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
øc V©n	0	10	73	\image\item\equip\horse\ma32a0.spr	40	2	3	"Qu©n nh­ tiÓu d¹ y hi hËu, hoa nhan tóy duyÖt nh­îc tam thu.<enter><color=yellow>Thó c­ìi dµnh riªng cho c¸c n÷ anh hïng.<color>"	5	500000	7	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
øc V©n	0	10	73	\image\item\equip\horse\ma32a0.spr	40	2	3	"Qu©n nh­ tiÓu d¹ y hi hËu, hoa nhan tóy duyÖt nh­îc tam thu.<enter><color=yellow>Thó c­ìi dµnh riªng cho c¸c n÷ anh hïng.<color>"	5	500000	8	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
øc V©n	0	10	73	\image\item\equip\horse\ma32a0.spr	40	2	3	"Qu©n nh­ tiÓu d¹ y hi hËu, hoa nhan tóy duyÖt nh­îc tam thu.<enter><color=yellow>Thó c­ìi dµnh riªng cho c¸c n÷ anh hïng.<color>"	5	500000	9	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
øc V©n	0	10	73	\image\item\equip\horse\ma32a0.spr	40	2	3	"Qu©n nh­ tiÓu d¹ y hi hËu, hoa nhan tóy duyÖt nh­îc tam thu.<enter><color=yellow>Thó c­ìi dµnh riªng cho c¸c n÷ anh hïng.<color>"	5	500000	10	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
TuyÕt Hån	0	10	74	\image\item\equip\horse\horse013.spr	40	2	3	"<color=gold>Hµn phong tr­êng m¹c m¹c, ngä hËu chinh tø ph­¬ng<color><enter><color=gold>TuyÕt hån thİch ly th­¬ng, ng¹o tuyÕt ®éc phi d­¬ng<color><enter><color=green>§o¹t TuyÕt hån gi¶ tÊt ph¶i dòng c¶m th¼ng tiÕn<color>"	5	500000	1	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
TuyÕt Hån	0	10	74	\image\item\equip\horse\horse013.spr	40	2	3	"<color=gold>Hµn phong tr­êng m¹c m¹c, ngä hËu chinh tø ph­¬ng<color><enter><color=gold>TuyÕt hån thİch ly th­¬ng, ng¹o tuyÕt ®éc phi d­¬ng<color><enter><color=green>§o¹t TuyÕt hån gi¶ tÊt ph¶i dòng c¶m th¼ng tiÕn<color>"	5	500000	2	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
TuyÕt Hån	0	10	74	\image\item\equip\horse\horse013.spr	40	2	3	"<color=gold>Hµn phong tr­êng m¹c m¹c, ngä hËu chinh tø ph­¬ng<color><enter><color=gold>TuyÕt hån thİch ly th­¬ng, ng¹o tuyÕt ®éc phi d­¬ng<color><enter><color=green>§o¹t TuyÕt hån gi¶ tÊt ph¶i dòng c¶m th¼ng tiÕn<color>"	5	500000	3	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
TuyÕt Hån	0	10	74	\image\item\equip\horse\horse013.spr	40	2	3	"<color=gold>Hµn phong tr­êng m¹c m¹c, ngä hËu chinh tø ph­¬ng<color><enter><color=gold>TuyÕt hån thİch ly th­¬ng, ng¹o tuyÕt ®éc phi d­¬ng<color><enter><color=green>§o¹t TuyÕt hån gi¶ tÊt ph¶i dòng c¶m th¼ng tiÕn<color>"	5	500000	4	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
TuyÕt Hån	0	10	74	\image\item\equip\horse\horse013.spr	40	2	3	"<color=gold>Hµn phong tr­êng m¹c m¹c, ngä hËu chinh tø ph­¬ng<color><enter><color=gold>TuyÕt hån thİch ly th­¬ng, ng¹o tuyÕt ®éc phi d­¬ng<color><enter><color=green>§o¹t TuyÕt hån gi¶ tÊt ph¶i dòng c¶m th¼ng tiÕn<color>"	5	500000	5	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
TuyÕt Hån	0	10	74	\image\item\equip\horse\horse013.spr	40	2	3	"<color=gold>Hµn phong tr­êng m¹c m¹c, ngä hËu chinh tø ph­¬ng<color><enter><color=gold>TuyÕt hån thİch ly th­¬ng, ng¹o tuyÕt ®éc phi d­¬ng<color><enter><color=green>§o¹t TuyÕt hån gi¶ tÊt ph¶i dòng c¶m th¼ng tiÕn<color>"	5	500000	6	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
TuyÕt Hån	0	10	74	\image\item\equip\horse\horse013.spr	40	2	3	"<color=gold>Hµn phong tr­êng m¹c m¹c, ngä hËu chinh tø ph­¬ng<color><enter><color=gold>TuyÕt hån thİch ly th­¬ng, ng¹o tuyÕt ®éc phi d­¬ng<color><enter><color=green>§o¹t TuyÕt hån gi¶ tÊt ph¶i dòng c¶m th¼ng tiÕn<color>"	5	500000	7	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
TuyÕt Hån	0	10	74	\image\item\equip\horse\horse013.spr	40	2	3	"<color=gold>Hµn phong tr­êng m¹c m¹c, ngä hËu chinh tø ph­¬ng<color><enter><color=gold>TuyÕt hån thİch ly th­¬ng, ng¹o tuyÕt ®éc phi d­¬ng<color><enter><color=green>§o¹t TuyÕt hån gi¶ tÊt ph¶i dòng c¶m th¼ng tiÕn<color>"	5	500000	8	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
TuyÕt Hån	0	10	74	\image\item\equip\horse\horse013.spr	40	2	3	"<color=gold>Hµn phong tr­êng m¹c m¹c, ngä hËu chinh tø ph­¬ng<color><enter><color=gold>TuyÕt hån thİch ly th­¬ng, ng¹o tuyÕt ®éc phi d­¬ng<color><enter><color=green>§o¹t TuyÕt hån gi¶ tÊt ph¶i dòng c¶m th¼ng tiÕn<color>"	5	500000	9	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
TuyÕt Hån	0	10	74	\image\item\equip\horse\horse013.spr	40	2	3	"<color=gold>Hµn phong tr­êng m¹c m¹c, ngä hËu chinh tø ph­¬ng<color><enter><color=gold>TuyÕt hån thİch ly th­¬ng, ng¹o tuyÕt ®éc phi d­¬ng<color><enter><color=green>§o¹t TuyÕt hån gi¶ tÊt ph¶i dòng c¶m th¼ng tiÕn<color>"	5	500000	10	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
Sø gi¶ Truy Phong	0	10	75	\image\item\equip\horse\lanqilin.spr	40	2	3	<color=gold>Thó c­ìi VIP KiÕm ThÕ 2011.<color>	5	500000	1	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
Sø gi¶ Truy Phong	0	10	75	\image\item\equip\horse\lanqilin.spr	40	2	3	<color=gold>Thó c­ìi VIP KiÕm ThÕ 2011.<color>	5	500000	2	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
Sø gi¶ Truy Phong	0	10	75	\image\item\equip\horse\lanqilin.spr	40	2	3	<color=gold>Thó c­ìi VIP KiÕm ThÕ 2011.<color>	5	500000	3	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
Sø gi¶ Truy Phong	0	10	75	\image\item\equip\horse\lanqilin.spr	40	2	3	<color=gold>Thó c­ìi VIP KiÕm ThÕ 2011.<color>	5	500000	4	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
Sø gi¶ Truy Phong	0	10	75	\image\item\equip\horse\lanqilin.spr	40	2	3	<color=gold>Thó c­ìi VIP KiÕm ThÕ 2011.<color>	5	500000	5	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
Sø gi¶ Truy Phong	0	10	75	\image\item\equip\horse\lanqilin.spr	40	2	3	<color=gold>Thó c­ìi VIP KiÕm ThÕ 2011.<color>	5	500000	6	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
Sø gi¶ Truy Phong	0	10	75	\image\item\equip\horse\lanqilin.spr	40	2	3	<color=gold>Thó c­ìi VIP KiÕm ThÕ 2011.<color>	5	500000	7	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
Sø gi¶ Truy Phong	0	10	75	\image\item\equip\horse\lanqilin.spr	40	2	3	<color=gold>Thó c­ìi VIP KiÕm ThÕ 2011.<color>	5	500000	8	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
Sø gi¶ Truy Phong	0	10	75	\image\item\equip\horse\lanqilin.spr	40	2	3	<color=gold>Thó c­ìi VIP KiÕm ThÕ 2011.<color>	5	500000	9	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
Sø gi¶ Truy Phong	0	10	75	\image\item\equip\horse\lanqilin.spr	40	2	3	<color=gold>Thó c­ìi VIP KiÕm ThÕ 2011.<color>	5	500000	10	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
Háa Kú L©n	0	10	76	\image\item\equip\horse\huoqilin.spr	40	2	3	"B¶ng Phong V©n 2010_Thó c­ìi chuyªn dông.<enter>NhËn ®­îc kü n¨ng <color=yellow>Di H×nh Ho¸n ¶nh<color>, gióp V« H¹n TruyÒn Tèng Phï cã thÓ ®i ®Õn nhiÒu n¬i h¬n"	5	500000	1	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
Háa Kú L©n	0	10	76	\image\item\equip\horse\huoqilin.spr	40	2	3	"B¶ng Phong V©n 2010_Thó c­ìi chuyªn dông.<enter>NhËn ®­îc kü n¨ng <color=yellow>Di H×nh Ho¸n ¶nh<color>, gióp V« H¹n TruyÒn Tèng Phï cã thÓ ®i ®Õn nhiÒu n¬i h¬n"	5	500000	2	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
Háa Kú L©n	0	10	76	\image\item\equip\horse\huoqilin.spr	40	2	3	"B¶ng Phong V©n 2010_Thó c­ìi chuyªn dông.<enter>NhËn ®­îc kü n¨ng <color=yellow>Di H×nh Ho¸n ¶nh<color>, gióp V« H¹n TruyÒn Tèng Phï cã thÓ ®i ®Õn nhiÒu n¬i h¬n"	5	500000	3	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
Háa Kú L©n	0	10	76	\image\item\equip\horse\huoqilin.spr	40	2	3	"B¶ng Phong V©n 2010_Thó c­ìi chuyªn dông.<enter>NhËn ®­îc kü n¨ng <color=yellow>Di H×nh Ho¸n ¶nh<color>, gióp V« H¹n TruyÒn Tèng Phï cã thÓ ®i ®Õn nhiÒu n¬i h¬n"	5	500000	4	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
Háa Kú L©n	0	10	76	\image\item\equip\horse\huoqilin.spr	40	2	3	"B¶ng Phong V©n 2010_Thó c­ìi chuyªn dông.<enter>NhËn ®­îc kü n¨ng <color=yellow>Di H×nh Ho¸n ¶nh<color>, gióp V« H¹n TruyÒn Tèng Phï cã thÓ ®i ®Õn nhiÒu n¬i h¬n"	5	500000	5	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
Háa Kú L©n	0	10	76	\image\item\equip\horse\huoqilin.spr	40	2	3	"B¶ng Phong V©n 2010_Thó c­ìi chuyªn dông.<enter>NhËn ®­îc kü n¨ng <color=yellow>Di H×nh Ho¸n ¶nh<color>, gióp V« H¹n TruyÒn Tèng Phï cã thÓ ®i ®Õn nhiÒu n¬i h¬n"	5	500000	6	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
Háa Kú L©n	0	10	76	\image\item\equip\horse\huoqilin.spr	40	2	3	"B¶ng Phong V©n 2010_Thó c­ìi chuyªn dông.<enter>NhËn ®­îc kü n¨ng <color=yellow>Di H×nh Ho¸n ¶nh<color>, gióp V« H¹n TruyÒn Tèng Phï cã thÓ ®i ®Õn nhiÒu n¬i h¬n"	5	500000	7	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
Háa Kú L©n	0	10	76	\image\item\equip\horse\huoqilin.spr	40	2	3	"B¶ng Phong V©n 2010_Thó c­ìi chuyªn dông.<enter>NhËn ®­îc kü n¨ng <color=yellow>Di H×nh Ho¸n ¶nh<color>, gióp V« H¹n TruyÒn Tèng Phï cã thÓ ®i ®Õn nhiÒu n¬i h¬n"	5	500000	8	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
Háa Kú L©n	0	10	76	\image\item\equip\horse\huoqilin.spr	40	2	3	"B¶ng Phong V©n 2010_Thó c­ìi chuyªn dông.<enter>NhËn ®­îc kü n¨ng <color=yellow>Di H×nh Ho¸n ¶nh<color>, gióp V« H¹n TruyÒn Tèng Phï cã thÓ ®i ®Õn nhiÒu n¬i h¬n"	5	500000	9	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
Háa Kú L©n	0	10	76	\image\item\equip\horse\huoqilin.spr	40	2	3	"B¶ng Phong V©n 2010_Thó c­ìi chuyªn dông.<enter>NhËn ®­îc kü n¨ng <color=yellow>Di H×nh Ho¸n ¶nh<color>, gióp V« H¹n TruyÒn Tèng Phï cã thÓ ®i ®Õn nhiÒu n¬i h¬n"	5	500000	10	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
L©n Quang	0	10	77	\image\item\equip\horse\linguang.spr	40	2	3	"BÒn bØ, dÎo dai, kh«ng bao giê chïn b­íc tr­íc khã kh¨n"	5	500000	1	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
L©n Quang	0	10	77	\image\item\equip\horse\linguang.spr	40	2	3	"BÒn bØ, dÎo dai, kh«ng bao giê chïn b­íc tr­íc khã kh¨n"	5	500000	2	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
L©n Quang	0	10	77	\image\item\equip\horse\linguang.spr	40	2	3	"BÒn bØ, dÎo dai, kh«ng bao giê chïn b­íc tr­íc khã kh¨n"	5	500000	3	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
L©n Quang	0	10	77	\image\item\equip\horse\linguang.spr	40	2	3	"BÒn bØ, dÎo dai, kh«ng bao giê chïn b­íc tr­íc khã kh¨n"	5	500000	4	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
L©n Quang	0	10	77	\image\item\equip\horse\linguang.spr	40	2	3	"BÒn bØ, dÎo dai, kh«ng bao giê chïn b­íc tr­íc khã kh¨n"	5	500000	5	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
L©n Quang	0	10	77	\image\item\equip\horse\linguang.spr	40	2	3	"BÒn bØ, dÎo dai, kh«ng bao giê chïn b­íc tr­íc khã kh¨n"	5	500000	6	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
L©n Quang	0	10	77	\image\item\equip\horse\linguang.spr	40	2	3	"BÒn bØ, dÎo dai, kh«ng bao giê chïn b­íc tr­íc khã kh¨n"	5	500000	7	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
L©n Quang	0	10	77	\image\item\equip\horse\linguang.spr	40	2	3	"BÒn bØ, dÎo dai, kh«ng bao giê chïn b­íc tr­íc khã kh¨n"	5	500000	8	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
L©n Quang	0	10	77	\image\item\equip\horse\linguang.spr	40	2	3	"BÒn bØ, dÎo dai, kh«ng bao giê chïn b­íc tr­íc khã kh¨n"	5	500000	9	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
L©n Quang	0	10	77	\image\item\equip\horse\linguang.spr	40	2	3	"BÒn bØ, dÎo dai, kh«ng bao giê chïn b­íc tr­íc khã kh¨n"	5	500000	10	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
Ngän Giã Sa M¹c	0	10	78	\image\item\equip\horse\horse014.spr	40	2	3	"§¹p giã mµ ®i, b­íc ch©n nhÑ tùa l«ng hång"	5	500000	1	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
Ngän Giã Sa M¹c	0	10	78	\image\item\equip\horse\horse014.spr	40	2	3	"§¹p giã mµ ®i, b­íc ch©n nhÑ tùa l«ng hång"	5	500000	2	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
Ngän Giã Sa M¹c	0	10	78	\image\item\equip\horse\horse014.spr	40	2	3	"§¹p giã mµ ®i, b­íc ch©n nhÑ tùa l«ng hång"	5	500000	3	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
Ngän Giã Sa M¹c	0	10	78	\image\item\equip\horse\horse014.spr	40	2	3	"§¹p giã mµ ®i, b­íc ch©n nhÑ tùa l«ng hång"	5	500000	4	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
Ngän Giã Sa M¹c	0	10	78	\image\item\equip\horse\horse014.spr	40	2	3	"§¹p giã mµ ®i, b­íc ch©n nhÑ tùa l«ng hång"	5	500000	5	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
Ngän Giã Sa M¹c	0	10	78	\image\item\equip\horse\horse014.spr	40	2	3	"§¹p giã mµ ®i, b­íc ch©n nhÑ tùa l«ng hång"	5	500000	6	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
Ngän Giã Sa M¹c	0	10	78	\image\item\equip\horse\horse014.spr	40	2	3	"§¹p giã mµ ®i, b­íc ch©n nhÑ tùa l«ng hång"	5	500000	7	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
Ngän Giã Sa M¹c	0	10	78	\image\item\equip\horse\horse014.spr	40	2	3	"§¹p giã mµ ®i, b­íc ch©n nhÑ tùa l«ng hång"	5	500000	8	0	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
