ÅçèêùÅçèêùItemGenre	DetailType	ParticularType	Series	Level	IsNew	money	FuYuan	Coin	Score	GoldCoin	Contribution	Honour	GoldCoinScore	Ω±“π∫ŒÔ∑µªπµƒΩ±“ª˝∑÷	UniPriceType	UniPriceAmount	SaleLogRequired	CurrentPrice	PromotionBeginDate	PromotionEndDate	SaleBeginDate	SaleEndDate	ExpiredTime£®minute or YYYYmmdd£©	UsedTime£®minute or OnlineTime£©	ConsumeType(0-once;1-unlimit)	comment
0	11	91	0	1													1									M∆t nπ - Thanh Tuy÷t S≠ Th∏i
0	11	92	0	1													1									M∆t nπ - Y™n Hi”u Tr∏i
0	11	93	0	1													1									M∆t nπ - Hµ Nh©n Ng∑ 
0	11	94	0	1													1									M∆t nπ - ß¨n T≠ Nam
0	11	95	0	1													1									M∆t nπ - Tuy“n C¨ Tˆ 
0	11	96	0	1													1									M∆t nπ - Hµn M´ng
6	1	447	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 1"
6	1	448	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 2"
6	1	449	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 3"
6	1	450	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 4"
6	1	451	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 5"
6	1	452	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 6"
6	1	453	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 7"
6	1	454	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 8"
6	1	455	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 9"
6	1	456	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 10"
6	1	457	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 11"
6	1	458	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 12"
6	1	459	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 13"
6	1	460	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 14"
6	1	461	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 15"
6	1	462	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 16"
6	1	463	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 17"
6	1	464	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 18"
6	1	465	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 19"
6	1	466	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 20"
6	1	467	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 21"
6	1	468	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 22"
6	1	469	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 23"
6	1	470	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 24"
6	1	471	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 25"
6	1	472	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 26"
6	1	473	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 27"
6	1	474	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 28"
6	1	475	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 29"
6	1	476	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 30"
6	1	477	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 31"
6	1	478	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 32"
6	1	479	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 33"
6	1	480	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 34"
6	1	481	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 35"
6	1	482	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 36"
6	1	483	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 37"
6	1	484	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 38"
6	1	485	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 39"
6	1	486	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 40"
6	1	487	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 41"
6	1	488	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 42"
6	1	489	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 43"
6	1	490	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 44"
6	1	491	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 45"
6	1	492	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 46"
6	1	493	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 47"
6	1	494	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 48"
6	1	495	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 49"
6	1	496	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 50"
6	1	497	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 51"
6	1	498	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 52"
6	1	499	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 53"
6	1	500	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 54"
6	1	501	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 55"
6	1	502	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 56"
6	1	503	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 57"
6	1	504	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 58"
6	1	505	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 59"
6	1	506	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 60"
6	1	507	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 61"
6	1	508	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 62"
6	1	509	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 63"
6	1	510	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 64"
6	1	511	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 65"
6	1	512	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 66"
6	1	513	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 67"
6	1	514	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 68"
6	1	515	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 69"
6	1	516	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 70"
6	1	517	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 71"
6	1	518	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 72"
6	1	519	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 73"
6	1	520	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 74"
6	1	521	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 75"
6	1	522	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 76"
6	1	523	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 77"
6	1	524	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 78"
6	1	525	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 79"
6	1	526	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 80"
6	1	527	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 81"
6	1	528	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 82"
6	1	529	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 83"
6	1	530	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 84"
6	1	531	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 85"
6	1	532	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 86"
6	1	533	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 87"
6	1	534	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 88"
6	1	535	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 89"
6	1	536	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 90"
6	1	537	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 91"
6	1	538	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 92"
6	1	539	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 93"
6	1	540	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 94"
6	1	541	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 95"
6	1	542	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 96"
6	1	543	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 97"
6	1	544	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 98"
6	1	545	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 99"
6	1	546	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 100"
6	1	547	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 101"
6	1	548	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 102"
6	1	549	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 103"
6	1	550	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 104"
6	1	551	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 105"
6	1	552	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 106"
6	1	553	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 107"
6	1	554	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 108"
6	1	555	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 109"
6	1	556	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 110"
6	1	557	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 111"
6	1	558	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 112"
6	1	559	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 113"
6	1	560	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 114"
6	1	561	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 115"
6	1	562	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 116"
6	1	563	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 117"
6	1	564	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 118"
6	1	565	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 119"
6	1	566	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 120"
6	1	567	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 121"
6	1	568	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 122"
6	1	569	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 123"
6	1	570	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 124"
6	1	571	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 125"
6	1	572	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 126"
6	1	573	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 127"
6	1	574	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 128"
6	1	575	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 129"
6	1	576	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 130"
6	1	577	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 131"
6	1	578	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 132"
6	1	579	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 133"
6	1	580	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 134"
6	1	581	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 135"
6	1	582	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 136"
6	1	583	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 137"
6	1	584	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 138"
6	1	585	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 139"
6	1	586	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 140"
6	1	587	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 141"
6	1	588	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 142"
6	1	589	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 143"
6	1	590	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 144"
6	1	591	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 145"
6	1	592	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 146"
6	1	593	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 147"
6	1	594	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 148"
6	1	595	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 149"
6	1	596	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 150"
6	1	597	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 151"
6	1	598	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 152"
6	1	599	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 153"
6	1	600	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 154"
6	1	601	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 155"
6	1	602	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 156"
6	1	603	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 157"
6	1	604	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 158"
6	1	605	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 159"
6	1	606	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 160"
6	1	607	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 161"
6	1	608	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 162"
6	1	609	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 163"
6	1	610	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 164"
6	1	611	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 165"
6	1	612	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 166"
6	1	613	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 167"
6	1	614	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 168"
6	1	615	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 169"
6	1	616	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 170"
6	1	617	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 171"
6	1	618	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 172"
6	1	619	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 173"
6	1	620	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 174"
6	1	621	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 175"
6	1	622	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 176"
6	1	623	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 177"
6	1	624	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 178"
6	1	625	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 179"
6	1	626	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 180"
6	1	627	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 181"
6	1	628	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 182"
6	1	629	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 183"
6	1	630	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 184"
6	1	631	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 185"
6	1	632	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 186"
6	1	633	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 187"
6	1	634	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 188"
6	1	635	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 189"
6	1	636	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 190"
6	1	637	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 191"
6	1	638	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 192"
6	1	639	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 193"
6	1	640	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 194"
6	1	641	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 195"
6	1	642	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 196"
6	1	643	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 197"
6	1	644	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 198"
6	1	645	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 199"
6	1	646	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 200"
6	1	647	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 201"
6	1	648	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 202"
6	1	649	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 203"
6	1	650	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 204"
6	1	651	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 205"
6	1	652	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 206"
6	1	653	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 207"
6	1	654	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 208"
6	1	655	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 209"
6	1	656	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 210"
6	1	657	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 211"
6	1	658	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 212"
6	1	659	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 213"
6	1	660	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 214"
6	1	661	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 215"
6	1	662	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 216"
6	1	663	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 217"
6	1	664	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 218"
6	1	665	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 219"
6	1	666	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 220"
6	1	667	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 221"
6	1	668	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 222"
6	1	669	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 223"
6	1	670	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 224"
6	1	671	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 225"
6	1	672	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 226"
6	1	673	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 227"
6	1	674	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 228"
6	1	675	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 229"
6	1	676	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 230"
6	1	677	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 231"
6	1	678	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 232"
6	1	679	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 233"
6	1	680	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 234"
6	1	681	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 235"
6	1	682	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 236"
6	1	683	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 237"
6	1	684	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 238"
6	1	685	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 239"
6	1	686	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 240"
6	1	687	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 241"
6	1	688	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 242"
6	1	689	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 243"
6	1	690	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 244"
6	1	691	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 245"
6	1	692	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 246"
6	1	693	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 247"
6	1	694	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 248"
6	1	695	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 249"
6	1	696	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 250"
6	1	697	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 251"
6	1	698	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 252"
6	1	699	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 253"
6	1	700	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 254"
6	1	701	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 255"
6	1	702	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 256"
6	1	703	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 257"
6	1	704	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 258"
6	1	705	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 259"
6	1	706	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 260"
6	1	707	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 261"
6	1	708	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 262"
6	1	709	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 263"
6	1	710	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 264"
6	1	711	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 265"
6	1	712	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 266"
6	1	713	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 267"
6	1	714	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 268"
6	1	715	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 269"
6	1	716	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 270"
6	1	717	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 271"
6	1	718	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 272"
6	1	719	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 273"
6	1	720	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 274"
6	1	721	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 275"
6	1	722	0	1		100											1									"MÀt ÆÂ ""ßÂng hµnh luy÷n c p"" 276"
